"Response ID","Time Started","Date Submitted","Status","Contact ID","Legacy Comments","Comments","Language","Referer","SessionID","User Agent","Tags","IP Address","Longitude","Latitude","Country","City","State/Region","Postal","Access Log","communityBoardID","isDeleted","Policy Area","Need Group","Agency","Type","Need","Request","Dropdown Combinations","Dropdown Logic","Budget Request Title Please give your budget request a short and recognizable title that will allow it to be readily identified (ex. PS 41 Amenity Upgrade)","Continued Support:Please check the box below if you'd like to mark this request for Continued Support","Budget Request - Continued Support Checkbox Visibility","Explanation","Is this request specific to a particular site, location, or facility?","Address:Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Site or Facility Name:Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Facility Name:Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Cross-Street 1 (for Street Segment):Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Cross-Street 2 (for Street Segment):Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","address-search.js","On Street (Enter Street Name):Complete the following if your request is for a street segment","Cross Street 1:Complete the following if your request is for a street segment","Cross Street 2:Complete the following if your request is for a street segment","Side of Street (if only one-side):Complete the following if your request is for a street segment","Street Name:Complete the following if your request is for an intersection","Intersection - Street 1:Complete the following if your request is for an intersection","Intersection - Street 2:Complete the following if your request is for an intersection","Compass Direction (if streets intersect twice):Complete the following if your request is for an intersection","Supporter 1","Supporter 2","1:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","2:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","3:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","4:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","5:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","6:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","7:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","8:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","9:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","10:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","previousFYAgencyResponse","previousFYAgencyCategoryResponse","currentFYAgencyResponse","currentFYAgencyCategoryResponse","previousFYRanking","currentFYRanking","Previous Year ID","Current Year ID"
"6844","Aug 21, 2024 10:12:00 am","Aug 21, 2024 10:12:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249557_66c5f5d5c170a3.68304315","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Housing, Economic Development, and Land Use","Needs for Economic Development","Department of Small Business Services (SBS)","Expense","Direct business services","Support local, long-standing businesses","","","Support local, long-standing businesses","","","Provide financial rent relief and job retention support to local small businesses (under 100 employees) effected by covid-19.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","The agency will try to accommodate this issue within existing resources.","The agency agrees with this request, will accommodate in part","","","17","","402202517E","7531899-6844-2026-QN2-E"
"6845","Aug 21, 2024 10:12:00 am","Aug 21, 2024 10:12:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249565_66c5f5ddc905d0.78553726","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Health Care and Human Services","Needs for Health Care and Facilities","Health and Hospitals Corporation (HHC)","Capital","Health care facilities","Provide a new or expanded health care facility","","","Provide a new or expanded health care facility","","","Increase number of health care facilities due to COVID-19 and hospital closings in Western Queens within CB 2, expand primary care services to CB 2 area as part of the Caring Neighborhood Initiative.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","The agency will accommodate this issue within existing resources.","This request has already been funded.","","","18","","402202518C","7531899-6845-2026-QN2-C"
"6846","Aug 21, 2024 10:12:00 am","Aug 21, 2024 10:12:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249573_66c5f5e5cfd417.39396842","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection","Department of Environmental Protection (DEP)","Expense","Water supply system","Investigate and address water quality complaints at an address or on specific street segments","","","Investigate and address water quality complaints at an address or on specific street segments","","","Investigate and test the persistent problem with lead in drinking water throughout the district, especially in schools, senior centers and other public facilities within CB 2.","No","","","","","","","","","","","","","","","Woodside on the move","","","","","","","","","","","","Further study by the agency of this request is needed.","This request requires further study","","","18","","402202518E","7531899-6846-2026-QN2-E"
"6847","Aug 21, 2024 10:13:00 am","Aug 21, 2024 10:13:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249581_66c5f5edd619f3.95627024","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Other Needs","Other","NYC Emergency Management (NYCEM)","Capital","Emergency Management","Other capital request for NYCEM","","","Other capital request for NYCEM","","","Provide public charging for phones, e-mobility, and disaster preparedness thought out the CB 2 district.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","","402202519C","7531899-6847-2026-QN2-C"
"6848","Aug 21, 2024 10:13:00 am","Aug 21, 2024 10:13:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249589_66c5f5f5dbb748.45843923","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Health Care and Human Services","Needs for Older NYs","Department for the Aging (DFTA)","Expense","Senior center programs","Other senior center program requests","","","Other senior center program requests","","","Request agency make a community survey to gather aging population data in CB2 district. To be followed by Increase funds for DFTA to meet growing demands for day and home care programs for seniors, including Alzheimer's programs.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","This is not in the City's budget jurisdiction.  Contact OMB's Community Board Unit.","This is not a budget request","","","19","","402202519E","7531899-6848-2026-QN2-E"
"6849","Aug 21, 2024 10:13:00 am","Aug 21, 2024 10:13:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249597_66c5f5fde3cc73.78108388","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Health Care and Human Services","Needs for Low Income NYs","Human Resources Administration (HRA)","Capital","Services to support low-income New Yorkers","Other request for services to support low-income New Yorkers","","","Other request for services to support low-income New Yorkers","","","Establish a city sponsored food pantry in the CB 2 district in partnership with Sunnyside Community services and woodside on the move..","No","","","","","","","","","","","","","",""," Woodside om the Move","","","","","","","","","","","","HRA continues to maintain funding for EFAP. During the COVID pandemic funds have been added to the budget to purchase additional food. Note that while HRA provides funding to food programs, programs also recived State and federal fund directly and HRA does not ""establish"" the programs themselves.","This request has already been funded.","","","20","","402202520C","7531899-6849-2026-QN2-C"
"6850","Aug 21, 2024 10:13:00 am","Aug 21, 2024 10:13:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249605_66c5f605ecbf88.04840118","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Health Care and Human Services","Needs for Older NYs","Department for the Aging (DFTA)","Expense","Services for homebound older adults","Allocate funds for outreach services to homebound older adults and for programs that allow the elderly to age in place","","","Allocate funds for outreach services to homebound older adults and for programs that allow the elderly to age in place","",""," Provide funding to decrease isolation experienced by homebound seniors and persons with disabilities throughout Queens CB2 via remote social adult day services programs. Allocate funds for outreach services to homebound older adults and for programs that allow the elderly to age in place.","No","","","","","","","","","","","","","","","Sunnyside Community Services","","","","","","","","","","","","This is not in the City's budget jurisdiction.  Contact OMB's Community Board Unit.","This is not a budget request","","","20","","402202520E","7531899-6850-2026-QN2-E"
"6851","Aug 21, 2024 10:13:00 am","Aug 21, 2024 10:13:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249614_66c5f60e02e860.27377214","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Health Care and Human Services","Needs for Older NYs","Department for the Aging (DFTA)","Capital","Facilities for seniors","Renovate or upgrade a senior center","","","Renovate or upgrade a senior center","","","Funding site acquisition for site for a new senior / community center in Hunters Point.Note: Replace Center formally in St. Mary's.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Approval of this request depends on sufficient Federal/State funds.","The agency agrees with this request, but funding cannot be determined at this time","","","21","","402202521C","7531899-6851-2026-QN2-C"
"6852","Aug 21, 2024 10:13:00 am","Aug 21, 2024 10:13:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249622_66c5f616091fc6.85452664","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Public Safety and Emergency Services","Needs for Public Safety","New York Police Department (NYPD)","Expense","NYPD staff and training resources","Hire additional staff to address specific crimes (e.g. drug, gang-related, vice, etc.)","","","Hire additional staff to address specific crimes (e.g. drug, gang-related, vice, etc.)","","","Substance use specialist to address drug dealing around shelters within the CB 2 District.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","NYPD's total uniformed staffing levels depend on decisions made in the Preliminary and Executive Budget process.  Allocation of uniformed personnel is scheduled by the agency only after graduation of police classes from the Academy.","The agency supports this request, but funding is not available at this time","","","21","","402202521E","7531899-6852-2026-QN2-E"
"6853","Aug 21, 2024 10:13:00 am","Aug 21, 2024 10:14:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249638_66c5f626163134.14400817","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Housing, Economic Development, and Land Use","Needs for Economic Development","Economic Development Corporation (EDC)","Capital","Economic development investments","Other capital budget request for EDC","","","Other capital budget request for EDC","","","EDC-Acquire and cease the location known as Lake Vernon at 44-02 Vernon Blvd. CB2 is requesting to back fill the entire site. This is a stalled construction site that CB 2 is looking for the City to condemn and cease property to be appropriate developed to benefit the community.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Securing funding for this request is outside of EDC's jurisdiction; please contact the agency if you have any questions about the EDC budget process.","This request requires further study","","","22","","402202522C","7531899-6853-2026-QN2-C"
"6854","Aug 21, 2024 10:13:00 am","Aug 21, 2024 10:13:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249630_66c5f61e0e2c73.63899202","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Youth, Education, and Child Welfare","Needs for Youth and Child Welfare","Department of Youth and Community Development (DYCD)","Expense","Literacy Programs","Provide, expand, or enhance adolescent literacy programs and services","","","Provide, expand, or enhance adolescent literacy programs and services","","","Continue to increase workforce development funding for summer youth employment program. ","No","","","","","","","","","","","","","","","","","","","","","","","","","","","DYCD has increased funding in this service area.","This request has already been funded.","","","22","","402202522E","7531899-6854-2026-QN2-E"
"6855","Aug 21, 2024 10:14:00 am","Aug 21, 2024 10:14:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249646_66c5f62e192892.24388564","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Capital","Park, buildings, and access improvements","Other capital budget request for DPR","","","Other capital budget request for DPR","","","As a result of many complaints of people sleeping on park benches around Noonan Playground.CB 2 requests to, replace or modify benches with arms to discourage sleeping in the area next to the children's playground. ","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Parks is studying any potential use of these sites.","This is not a budget request","","","23","","402202523C","7531899-6855-2026-QN2-C"
"6856","Aug 21, 2024 10:14:00 am","Aug 21, 2024 10:14:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249654_66c5f636236db6.53284062","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Youth, Education, and Child Welfare","Needs for Youth and Child Welfare","Department of Youth and Community Development (DYCD)","Expense","After school programs","Provide, expand, or enhance Cornerstone and Beacon programs (all ages, including young adults)","","","Provide, expand, or enhance Cornerstone and Beacon programs (all ages, including young adults)","","","Continue to increase funding to expand the existing successful Dept. of Youth and community development for community residents in the cornerstone and beacon program within the boundaries of CB 2, PS343","No","","","","","","","","","","","","","","","","","","","","","","","","","","","DYCD has increased funding in this service area.","This request has already been funded.","","","23","","402202523E","7531899-6856-2026-QN2-E"
"6857","Aug 21, 2024 10:14:00 am","Aug 21, 2024 10:14:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249662_66c5f63e267ad6.67920522","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Transportation and Mobility","Needs for Traffic and Transportation Infrastructure","Department of Transportation (DOT)","Capital","Transportation infrastructure","Install streetscape improvements","","","Install streetscape improvements","","","Additional Capital funding for NYC to replace broken irrigation systems on Jackson Avenue Medians in LIC.","No","","","","","","","","","","","","","","","LIC Parthnership","","","","","","","","","","","","Please contact the Borough Commissioner's office to discuss this request.","The agency requires additional information from the community board regarding this request","","","24","","402202524C","7531899-6857-2026-QN2-C"
"6858","Aug 21, 2024 10:14:00 am","Aug 21, 2024 10:14:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724249670_66c5f6462edad1.90558892","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","QN2","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Expense","Park maintenance and safety","Other park maintenance and safety requests","","","Other park maintenance and safety requests","","","Provide funding for parks for increased security and trash pickup within CB2 to address quality of life issue.  ","No","","","","","","","","","","","","","","","","","","","","","","","","","","","The agency recommends funding this expense budget request in FY 2024, but at this time the availability of funds is uncertain.","The agency agrees with this request, but funding cannot be determined at this time","","","24","","402202524E","7531899-6858-2026-QN2-E"
